english;turkish;level;part_of_speech;;;;
luxury ;lüks, konfor;B1 ;noun;;;;
machine ;makina;A1 ;noun;;;;
machinery ;"makinalar; mekanizma";C1 ;noun;;;;
mad ;"deli; akýl hastasý
kýzgýn";B1 ;adjective;;;;
magazine ;dergi;A1 ;noun;;;;
magic ;sihirli;B1 ;adjective;;;;
magic ;sihir, büyü;B1 ;noun;;;;
magical ;sihirli;C1 ;adjective;;;;
magistrate ;sulh hukuk hakimi;C1 ;noun;;;;
magnetic ;manyetik;C1 ;adjective;;;;
magnificent ;muhteþem, görkemli;B2 ;adjective;;;;
magnitude ;"büyüklük; önem";C1 ;noun;;;;
mail ;posta;A2 ;noun;;;;
mail ;postalamak;A2 ;verb;;;;
main ;"asýl; baþlýca, ana";A1 ;adjective;;;;
mainland ;ana kara;C1 ;noun;;;;
mainly ;çoðunlukla;B1 ;adverb;;;;
mainstream ;merkez;C1 ;noun;;;;
maintain ;"sürdürmek; korumak; saðlamak";B2 ;verb;;;;
maintenance ;bakým;C1 ;noun;;;;
major ;"büyük; ciddi; önemli
majör ";A2 ;adjective;;;;
majority ;"çoðunluk
oy çokluðu";B2 ;noun;;;;
make ;"yapmak; üretmek";A1 ;verb;;;;
make ;marka;B2 ;noun;;;;
make-up ;makyaj;B2 ;noun;;;;
making ;yapým;B2 ;noun;;;;
male ;erkek;A2 ;adjective;;;;
male ;erkek;A2 ;noun;;;;
mall [shopping centre] ;alýþveriþ merkezi;B1 ;noun;;;;
man ;adam;A1 ;noun;;;;
manage ;"becermek; yolunu bulmak";A2 ;verb;;;;
management ;yönetim;B1 ;noun;;;;
manager ;"yönetici, âmir
menajer";A2 ;noun;;;;
mandate ;hak ve yetki;C1 ;noun;;;;
mandatory ;zorunlu;C1 ;adjective;;;;
manifest ;"göstermek, belli etmek; kendini belli etmek";C1 ;verb;;;;
manipulate ;yönlendirmek;C1 ;verb;;;;
manipulation ;"yönlendirme; idare etme";C1 ;noun;;;;
manner ;"tarz
tavýr";A2 ;noun;;;;
manufacture ;imal etmek;B2 ;verb;;;;
manufacturing ;imâlat sanayi;B2 ;noun;;;;
manuscript ;müsvedde;C1 ;noun;;;;
many ;"çok; birçok";A1 ;determiner;;;;
many ;"çok; birçok";A1 ;pronoun;;;;
map ;harita;A1 ;noun;;;;
map ;harita çizmek;B2 ;verb;;;;
marathon ;maraton;B2 ;noun;;;;
March ;Mart;A1 ;noun;;;;
march ;"protesto yürüyüþü
asker yürüyüþü";C1 ;noun;;;;
march ;uygun adým yürümek;C1 ;verb;;;;
margin ;" (sayfa kenarlarýndaki ) boþluk
kar marjý";B2 ;noun;;;;
marginal ;küçük, önemsiz;C1 ;adjective;;;;
marine ;denize ait, deniz;C1 ;adjective;;;;
mark ;"iz; leke";A2 ;noun;;;;
mark ;iþaretlemek;A2 ;verb;;;;
marker ;iþaret;B2 ;noun;;;;
market ;"pazar; çarþý";A1 ;noun;;;;
market ;pazarlamak;B1 ;verb;;;;
marketing ;pazarlama;B1 ;noun;;;;
marketplace ;piyasa;C1 ;noun;;;;
marriage ;evlilik;B1 ;noun;;;;
married ;evli;A1 ;adjective;;;;
marry ;evlenmek;A2 ;verb;;;;
martial ;askeri;B2 ;adjective;;;;
mask ;maske;C1 ;noun;;;;
mass ;kitle, toplu;B2 ;adjective;;;;
mass ;yýðýn, çok miktarda;B2 ;noun;;;;
massacre ;katliam, kýyým;C1 ;noun;;;;
massive ;muazzam;B2 ;adjective;;;;
master ;"usta, iþinin eri
sahip, efendi";B2 ;noun;;;;
master ;iyice öðrenmek;B2 ;verb;;;;
match ;"kibrit
maç";A1 ;noun;;;;
match ;"uymak
eþleþtirmek";A1 ;verb;;;;
matching ;uyumlu;B2 ;adjective;;;;
mate ;arkadaþ, ahbap;B2 ;noun;;;;
mate ;çiftleþmek;B2 ;verb;;;;
material ;"kumaþ
madde, malzeme";A2 ;noun;;;;
material ;maddi;B2 ;adjective;;;;
mathematical ;matematiðe ait;C1 ;adjective;;;;
mathematics ;matematik;A2 ;noun;;;;
matter ;konu, sorun, mesele;A2 ;noun;;;;
matter ;önemli olmak;A2 ;verb;;;;
mature ;olgun;C1 ;adjective;;;;
mature ;olgunlaþmak;C1 ;verb;;;;
maximize ;azami derecede arttýrmak;C1 ;verb;;;;
maximum ;azami;B2 ;noun;;;;
May ;Mayýs;A1 ;noun;;;;
may ;-ebilmek;A2 ;modal verb;;;;
maybe ;belki;A1 ;adverb;;;;
mayor ;belediye baþkaný;B2 ;noun;;;;
me ;"beni; bana";A1 ;pronoun;;;;
meal ;"yemek; öðün";A1 ;noun;;;;
mean ;"demek; göstermek, ifade etmek
kast etmek";A1 ;verb;;;;
meaning ;anlam;A1 ;noun;;;;
meaningful ;anlamlý;C1 ;adjective;;;;
means ;"vasýta, yol
varlýk, para";B2 ;noun;;;;
meantime ;bu arada;C1 ;noun;;;;
meanwhile ;"bu arada; o sýrada";B1 ;adverb;;;;
measure ;"tedbir, önlem
derece";B1 ;noun;;;;
measure ;ölçmek;B1 ;verb;;;;
measurement ;ölçüm;B2 ;noun;;;;
meat ;et;A1 ;noun;;;;
mechanic ;tamirci, teknisyen;B2 ;noun;;;;
mechanical ;"makinaya ait; mekanik";B2 ;adjective;;;;
mechanism ;mekanizma;B2 ;noun;;;;
medal ;madalya;B2 ;noun;;;;
media ;kitle iletiþim araçlarý;A2 ;noun;;;;
medical ;"týbba ait; týbbi";A2 ;adjective;;;;
medication ;doktorun yazdýðý ilaç, reçete;B2 ;noun;;;;
medicine ;týp;A2 ;noun;;;;
medieval ;ortaçaða ait, ortaçað;C1 ;adjective;;;;
meditation ;meditasyon;C1 ;noun;;;;
medium ;"orta
orta piþmiþ";B1 ;adjective;;;;
medium ;"iletiþim aracý
orta boy";B2 ;noun;;;;
meet ;"karþýlaþmak, bir araya gelmek
tanýþmak, tanýmak";A1 ;verb;;;;
meeting ;toplantý;A1 ;noun;;;;
melody ;"þarký, ezgi; melodi, naðme";C1 ;noun;;;;
melt ;"erimek; eritmek";B2 ;verb;;;;
member ;üye;A1 ;noun;;;;
membership ;üyelik;B2 ;noun;;;;
memo ;genelge;C1 ;noun;;;;
memoir ;hatýrat, aný;C1 ;noun;;;;
memorable ;unutulmaz, anýlardan silinmeyecek;B2 ;adjective;;;;
memorial ;anýt;C1 ;noun;;;;
memory ;hafýza;A2 ;noun;;;;
mental ;"zihne ait; zihinsel
akýl hastalýklarýna ait";B1 ;adjective;;;;
mention ;"söylemek; bahsetmek";A2 ;verb;;;;
mention ;bahis;B1 ;noun;;;;
menu ;yemek listesi, menü;A1 ;noun;;;;
merchant ;tüccar;C1 ;noun;;;;
mercy ;merhamet, insaf;C1 ;noun;;;;
mere ;sadece, ancak;C1 ;adjective;;;;
merely ;yalnýzca;C1 ;adverb;;;;
merge ;birleþmek, kaynaþmak;C1 ;verb;;;;
merger ;birleþtirme, kaynaþtýrma;C1 ;noun;;;;
merit ;deðer;C1 ;noun;;;;
mess ;"daðýnýklýk, kir pas; daðýnýk, leþ";B1 ;noun;;;;
message ;mesaj;A1 ;noun;;;;
metal ;maden;A2 ;noun;;;;
metaphor ;benzetme, istiare, eðretileme;B2 ;noun;;;;
method ;"yol; yöntem";A2 ;noun;;;;
methodology ;yöntem;C1 ;noun;;;;
metre ;metre;A1 ;noun;;;;
middle ;orta;A2 ;adjective;;;;
middle ;orta;A2 ;noun;;;;
midnight ;geceyarýsý;A1 ;noun;;;;
midst ;"orta; ara";C1 ;noun;;;;
might ;"*mümkün olmak, olasý olmak
Geç kalabileceðini söyledi.";A2 ;modal verb;;;;
migration ;göç;C1 ;noun;;;;
mild ;yumuþak, hafif;B1 ;adjective;;;;
mile ;mil, 1,61 km;A1 ;noun;;;;
militant ;militan gibi, savaþçý;C1 ;adjective;;;;
militant ;militan;C1 ;noun;;;;
military ;"askerlik; askerî";B2 ;adjective;;;;
militia ;milis kuvvetleri;C1 ;noun;;;;
milk ;süt;A1 ;noun;;;;
mill ;deðirmen;C1 ;noun;;;;
million ;milyon;A1 ;number;;;;
mind ;"akýl; zihin, zekâ";A2 ;noun;;;;
mind ;"rahatsýz olmak; aldýrmak
göz kulak olmak";A2 ;verb;;;;
mine ;benim, benimki;A2 ;pronoun;;;;
mine ;maden ocaðý;B1 ;noun;;;;
miner ;madenci;B2 ;noun;;;;
mineral ;"mineral; maden";B2 ;noun;;;;
minimal ;"asgari düzeyde; çok az";C1 ;adjective;;;;
minimize ;"azaltmak; asgariye indirmek
önemsiz göstermek";C1 ;verb;;;;
minimum ;asgari;B2 ;adjective;;;;
minimum ;en az, asgari;B2 ;noun;;;;
mining ;madencilik;C1 ;noun;;;;
minister ;bakan;B2 ;noun;;;;
ministry ;bakanlýk;C1 ;noun;;;;
minor ;önemsiz, basit;B2 ;adjective;;;;
minority ;azýnlýk;B2 ;noun;;;;
minute ;dakika;A1 ;noun;;;;
minute ;çok küçük, minicik;C1 ;adjective;;;;
miracle ;mucize;C1 ;noun;;;;
mirror ;ayna;A2 ;noun;;;;
miserable ;"periþan; üzücü
berbat";B2 ;adjective;;;;
misery ;"ýstýrap, acý; periþanlýk";C1 ;noun;;;;
misleading ;aldatýcý, yanýltýcý;C1 ;adjective;;;;
miss ;"ýskalamak
kaçýrmak";A1 ;verb;;;;
missile ;füze;C1 ;noun;;;;
missing ;"kayýp; eksik";A2 ;adjective;;;;
mission ;"özel görev
misyon";B2 ;noun;;;;
mistake ;"yanlýþ; hata";A1 ;noun;;;;
mistake ;"baþkasýna benzetmek
yanlýþ anlamak";B2 ;verb;;;;
mix ;karýþým;B1 ;noun;;;;
mix ;"karýþmak; karýþtýrmak; baðdaþtýrmak";B1 ;verb;;;;
mixed ;karýþýk, farklý;B2 ;adjective;;;;
mixture ;karýþým;B1 ;noun;;;;
mob ;güruh;C1 ;noun;;;;
mobile ;hareket kabiliyeti olan, seyyar;A2 ;adjective;;;;
mobile ; (tavana vb. asýlan) hareketli süs eþyasý;A2 ;noun;;;;
mobility ;hareket, hareket kabiliyeti;C1 ;noun;;;;
mobilize ;harekete geçirmek, organize etmek;C1 ;verb;;;;
mode ;"þekil, tarz
mod";B2 ;noun;;;;
model ;"maket
manken";A1 ;noun;;;;
model ;mankenlik yapmak, teþhir etmek;B2 ;verb;;;;
moderate ;orta, vasat;C1 ;adjective;;;;
modern ;modern, çaðdaþ;A1 ;adjective;;;;
modest ;"alçak gönüllü; mütevazý";B2 ;adjective;;;;
modification ;deðiþiklik;C1 ;noun;;;;
modify ;deðiþiklik yapmak;B2 ;verb;;;;
moment ;"saniye
an";A1 ;noun;;;;
momentum ;hýz, moment, ivme;C1 ;noun;;;;
Monday ;Pazartesi;A1 ;noun;;;;
money ;para;A1 ;noun;;;;
monitor ;ekran;B2 ;noun;;;;
monitor ;izlemek, takibe almak;B2 ;verb;;;;
monk ;keþiþ;C1 ;noun;;;;
monkey ;maymun;A2 ;noun;;;;
monopoly ; (ticaret) tekel;C1 ;noun;;;;
monster ;canavar;B2 ;noun;;;;
month ;ay;A1 ;noun;;;;
monthly ;aylýk;B2 ;adjective;;;;
monument ;anýt;B2 ;noun;;;;
mood ;ruh hali;B1 ;noun;;;;
moon ;ay;A2 ;noun;;;;
moral ;ahlaki, törel;B2 ;adjective;;;;
moral ;ahlak, ahlaki deðerler;B2 ;noun;;;;
morality ;ahlak, ahlaka uygunluk;C1 ;noun;;;;
more ;daha;A1 ;adverb;;;;
more ;"daha, daha çok, daha fazla; biraz daha";A1 ;determiner;;;;
more ;"daha, daha çok, daha fazla; biraz daha";A1 ;pronoun;;;;
moreover ; (özellikle yazý dilinde) üstelik, ayrýca;B2 ;adverb;;;;
morning ;sabah;A1 ;noun;;;;
mortgage ;ipotek, ev kredisi;B2 ;noun;;;;
mosque ;cami;B2 ;noun;;;;
most ;en;A1 ;adverb;;;;
most ;en çok, en fazla;A1 ;determiner;;;;
most ;en çok, en fazla;A1 ;pronoun;;;;
mostly ;"hemen hepsi, çoðu; genellikle, çoðunlukla";A2 ;adverb;;;;
mother ;anne, ana;A1 ;noun;;;;
motion ;"hareket, devinim
önerge, teklif";B2 ;noun;;;;
motivate ;sebep olmak, harekete geçirmek, sevketmek;B2 ;verb;;;;
motivation ;"neden, güdü; heves, þevk; ilgi duyma";B2 ;noun;;;;
motive ;neden, sebep, dürtü;C1 ;noun;;;;
motor ;motorlu, motorla çalýþan;B2 ;adjective;;;;
motor ;motor;B2 ;noun;;;;
motorcycle [motorbike] ;motosiklet;A2 ;noun;;;;
motorist ;otomobil sürücüsü;C1 ;noun;;;;
mount ;"düzenlemek, baþlatmak
üzerine çýkmak, týrmanmak";B2 ;verb;;;;
mountain ;dað;A1 ;noun;;;;
mouse ;fare;A1 ;noun;;;;
mouth ;aðýz;A1 ;noun;;;;
move ;"yer deðiþmek, hareket etmek; yer deðiþtirmek, hareket ettirmek";A1 ;verb;;;;
move ;hareket, yer deðiþtirme;B1 ;noun;;;;
movement ;hareket;A2 ;noun;;;;
movie ;film;A1 ;noun;;;;
moving ;"dokunaklý, duygulandýrýcý, acýklý
hareket eden, yürüyen";B2 ;adjective;;;;
much ;çok, fazla;A1 ;adverb;;;;
much ;çok, fazla;A1 ;determiner;;;;
much ;çok, fazla;A1 ;pronoun;;;;
mud ;çamur;B1 ;noun;;;;
multiple ;çok, muhtelif;B2 ;adjective;;;;
multiply ;" (matematik) çarpmak
artmak, çoðalmak";B2 ;verb;;;;
mum ;anne;A1 ;noun;;;;
municipal ;belediye, belediyeye ait;C1 ;adjective;;;;
murder ;cinayet;B1 ;noun;;;;
murder ;katletmek;B1 ;verb;;;;
muscle ;kas, adale;B1 ;noun;;;;
museum ;müze;A1 ;noun;;;;
music ;müzik;A1 ;noun;;;;
musical ;müzik, müziðe ait;A2 ;adjective;;;;
musical ;müzikal;B1 ;noun;;;;
musician ;müzisyen, müzikçi;A2 ;noun;;;;
must ;-meli;A1 ;modal verb;;;;
mutual ;"karþýlýklý
ortak";C1 ;adjective;;;;
my ;benim;A1 ;determiner;;;;
myself ;kendim;A2 ;pronoun;;;;
mysterious ;"esrarengiz; tuhaf";B2 ;adjective;;;;
mystery ;sýr, muamma;B1 ;noun;;;;
myth ;mit, efsane, söylence;B2 ;noun;;;;
nail ;"týrnak
çivi";B1 ;noun;;;;
naked ;çýplak;B2 ;adjective;;;;
name ;ad, isim;A1 ;noun;;;;
name ;ad vermek, isim koymak;A1 ;verb;;;;
namely ;yani, o da;C1 ;adverb;;;;
narrative ;hikâye, anlatý;B1 ;noun;;;;
narrow ;dar;A2 ;adjective;;;;
narrow ;"daralmak; daraltmak";B2 ;verb;;;;
nasty ;"kötü; berbat, çirkin; edepsiz";B2 ;adjective;;;;
nation ;millet, ulus;B1 ;noun;;;;
national ;milli, ulusal;A2 ;adjective;;;;
national ;uyruk, vatandaþ;B2 ;noun;;;;
nationwide ;ülke çapýnda;C1 ;adjective;;;;
native ;ana;B1 ;adjective;;;;
native ;"doðumlu
yerli";B1 ;noun;;;;
natural ;tabii, doðal;A1 ;adjective;;;;
naturally ;tabii ki, elbette;B1 ;adverb;;;;
nature ;"doða, tabiat
huy, yaradýlýþ, özellik";A2 ;noun;;;;
naval ;deniz kuvvetlerine ait;C1 ;adjective;;;;
navigation ;denizcilik, seyretme;B2 ;noun;;;;
near ;yakýn, yakýnýnda, yanýnda, yakýnda;A1 ;adjective;;;;
near ;yakýn, yakýnýnda, yanýnda, yakýnda;A1 ;adverb;;;;
near ;yakýn, yakýnýnda, yanýnda, yakýnda;A1 ;preposition;;;;
nearby ;"civarda; civardaki, yakýndaki";B2 ;adjective;;;;
nearby ;"civarda; civardaki, yakýndaki";B2 ;adverb;;;;
nearly ;neredeyse, hemen hemen;A2 ;adverb;;;;
neat ;düzgün, derli toplu;B2 ;adjective;;;;
necessarily ;ille de, her zaman, mutlaka;B1 ;adverb;;;;
necessary ;gerekli;A2 ;adjective;;;;
necessity ;"gerek
ihtiyaç, gereksinim";B2 ;noun;;;;
neck ;boyun;A2 ;noun;;;;
need ;ihtiyacý olmak, gereksinimi olmak;A1 ;verb;;;;
need ;gerek, ihtiyaç;A2 ;noun;;;;
need ;"gerekmek; icap etmek";B1 ;modal verb;;;;
needle ;"dikiþ iðnesi
iðne";B1 ;noun;;;;
negative ;"negatif
kötümser, olumsuz";A1 ;adjective;;;;
negative ; (söz, deyim vb.) olumsuz;B2 ;noun;;;;
neglect ;"ihmal; bakýmsýzlýk";C1 ;noun;;;;
neglect ;ihmal etmek;C1 ;verb;;;;
negotiate ;görüþmek, pazarlýk etmek;B2 ;verb;;;;
negotiation ;görüþme, müzakere, pazarlýk;B2 ;noun;;;;
neighbour ;komþu;A1 ;noun;;;;
neighbourhood ;çevre, semt;B1 ;noun;;;;
neighbouring ;yakýn, civardaki;C1 ;adjective;;;;
neither ;hiçbir, hiçbiri;A2 ;determiner;;;;
neither ;hiçbir, hiçbiri;A2 ;pronoun;;;;
neither ;hiçbir, hiçbiri;B1 ;adverb;;;;
nerve ;"sinir
soðukkanlýlýk, asap bozukluðu";B2 ;noun;;;;
nervous ;"heyecanlý; tedirgin; asabi";A2 ;adjective;;;;
nest ;"kuþ yuvasý
yuva";C1 ;noun;;;;
net ;að;B1 ;noun;;;;
net ;net, safi;C1 ;adjective;;;;
network ;að, þebeke;A2 ;noun;;;;
neutral ;tarafsýz;B2 ;adjective;;;;
never ;"hiçbir zaman; asla, hiç";A1 ;adverb;;;;
nevertheless ;yine de, buna raðmen;B2 ;adverb;;;;
new ;yeni;A1 ;adjective;;;;
newly ;yeni, henüz;B2 ;adverb;;;;
news ;haber;A1 ;noun;;;;
newsletter ;bülten;C1 ;noun;;;;
newspaper ;gazete;A1 ;noun;;;;
next ;"bir sonraki; ertesi, gelecek";A1 ;adjective;;;;
next ;"bir sonraki; ertesi, gelecek";A1 ;adverb;;;;
next ;bir sonraki, sonraki;B1 ;noun;;;;
next to ;"yanýna; yanýnda";A1 ;preposition;;;;
nice ;"iyi; hoþ
kibar, nazik";A1 ;adjective;;;;
niche ; (iþ, durum vb.) uygun yer;C1 ;noun;;;;
night ;gece;A1 ;noun;;;;
nightmare ;korkulu rüya, kâbus, karabasan;B2 ;noun;;;;
nine ;dokuz;A1 ;number;;;;
nineteen ;on dokuz;A1 ;number;;;;
ninety ;doksan;A1 ;number;;;;
no ;"hiç, hiçbir; daha … deðil";A1 ;determiner;;;;
no ;hayýr;A1 ;exclamation;;;;
no one [nobody] ;hiç kimse;A1 ;pronoun;;;;
noble ;" (davranýþ, çaba vb.) yüce; asil";C1 ;adjective;;;;
nobody ;hiç kimse;A1 ;pronoun;;;;
nod ;"baþýný sallamak; baþýyla onaylamak";C1 ;verb;;;;
noise ;gürültü;A2 ;noun;;;;
noisy ;gürültülü;A2 ;adjective;;;;
nominate ;"aday göstermek; seçmek, atamak";C1 ;verb;;;;
nomination ;"adaylýk, aday gösterme; aday gösterilme; atama; atanma; seçme; seçilme";C1 ;noun;;;;
nominee ;aday;C1 ;noun;;;;
none ;"hiç; hiçbiri";A2 ;pronoun;;;;
nonetheless ;"yine de; buna raðmen";C1 ;adverb;;;;
nonsense ;saçma, zýrva;C1 ;noun;;;;
noon ;öðle;C1 ;noun;;;;
nor ;ne de;B1 ;adverb;;;;
nor ;ne de;B1 ;conjunction;;;;
norm ;âdet, norm;B2 ;noun;;;;
normal ;normal, olaðan;A2 ;adjective;;;;
normal ;normal;B1 ;noun;;;;
normally ;normal olarak, genellikle;A2 ;adverb;;;;
north ;kuzey;A1 ;adjective;;;;
north ;kuzeye, kuzeye doðru;A1 ;adverb;;;;
north ;kuzey;A1 ;noun;;;;
northern ;"kuzey; kuzeye ait";B1 ;adjective;;;;
nose ;burun;A1 ;noun;;;;
not ;yardýmcý fiil olumsuz hali;A1 ;adverb;;;;
notable ;dikkate deðer, önemli;C1 ;adjective;;;;
notably ;özellikle, bilhassa;C1 ;adverb;;;;
note ;not;A1 ;noun;;;;
note ;"fark etmek; dikkat etmek
not etmek, kaydetmek";B1 ;verb;;;;
notebook ;"defter
dizüstü bilgisayar";B2 ;noun;;;;
nothing ;hiçbir þey;A1 ;pronoun;;;;
notice ;"dikkat
ilan, duyuru";A2 ;noun;;;;
notice ;fark etmek, dikkat etmek;A2 ;verb;;;;
notify ;bildirmek, ihtar etmek;C1 ;verb;;;;
notion ;fikir;B2 ;noun;;;;
notorious ;adý çýkmýþ, namlý;C1 ;adjective;;;;
novel ;roman;A2 ;noun;;;;
novel ;yeni, farklý;C1 ;adjective;;;;
novelist ;romancý;B2 ;noun;;;;
November ;Kasým;A1 ;noun;;;;
now ;"þimdi, þu anda
hemen";A1 ;adverb;;;;
now ;artýk…göre;B1 ;conjunction;;;;
nowadays ;bugünlerde;B2 ;adverb;;;;
nowhere ;"hiçbir yer; hiçbir yere; hiçbir yerde";A2 ;adverb;;;;
nuclear ;nükleer;B1 ;adjective;;;;
number ;"sayý; rakam";A1 ;noun;;;;
number ;numaralandýrmak;A2 ;verb;;;;
numerous ;çok sayýda, sayýsýz;B2 ;adjective;;;;
nurse ;hemþire;A1 ;noun;;;;
nursery ;kreþ;C1 ;noun;;;;
nursing ;hemþirelik;B2 ;noun;;;;
nut ;kuruyemiþ;A2 ;noun;;;;
nutrition ;besin, beslenme;B2 ;noun;;;;
obesity ;obezite;B2 ;noun;;;;
obey ;itaat etmek, uymak;B2 ;verb;;;;
object ;"cisim; þey; nesne
gaye, amaç, hedef";A1 ;noun;;;;
object ;"hoþlanmamak; karþý çýkmak, hoþ karþýlamamak";B2 ;verb;;;;
objection ;itiraz;C1 ;noun;;;;
objective ;"tarafsýz; objektif, nesnel";B2 ;adjective;;;;
objective ;"hedef; gaye";B2 ;noun;;;;
obligation ;"yükümlülük; mecburiyet";B2 ;noun;;;;
oblige ;"mecbur etmek; zorlamak, zorunda býrakmak";C1 ;verb;;;;
observation ;"gözleme, gözlenme; inceleme, incelenme";B2 ;noun;;;;
observe ;gözlemek;B2 ;verb;;;;
observer ;gözlemci;B2 ;noun;;;;
obsess ;aklýný … ile bozmak, saplantý haline getirmek, kafayý takmak;C1 ;verb;;;;
obsession ;saplantý hali, kafayý takma;C1 ;noun;;;;
obstacle ;engel;B2 ;noun;;;;
obtain ;"elde etmek; edinmek";B2 ;verb;;;;
obvious ;"belli; âþikâr; meydanda";B1 ;adjective;;;;
obviously ;açýkça;B1 ;adverb;;;;
occasion ;"vesile, durum, münasebet
özel olay, önemli gün";B1 ;noun;;;;
occasional ;"ara sýra olan; tek tük meydana gelen";C1 ;adjective;;;;
occasionally ;ara sýra, bazen;B2 ;adverb;;;;
occupation ;"meslek, iþ; meþgale, uðraþ
iþgal";B2 ;noun;;;;
occupy ;"kaplamak; iþgal etmek";B2 ;verb;;;;
occur ;"meydana gelmek, olmak
var olmak";B1 ;verb;;;;
occurrence ;vaka, olay;C1 ;noun;;;;
ocean ;okyanus;A2 ;noun;;;;
o'clock ;saat …;A1 ;adverb;;;;
October ;Ekim;A1 ;noun;;;;
odd ;"tuhaf; garip";B1 ;adjective;;;;
odds ;ihtimal, þans;C1 ;noun;;;;
of ;-in;A1 ;preposition;;;;
off ;"aþaðý; dýþarý; öteye, uzaða
izin, tatil";A1 ;adverb;;;;
off ;"aþaðý; dýþarý; öteye, uzaða
(elektrikli aletler) kapalý";A1 ;preposition;;;;
offence ;"suç; kabahat";B2 ;noun;;;;
offend ;"kýrmak, gücendirmek; kýzdýrmak";B2 ;verb;;;;
offender ;suçlu;B2 ;noun;;;;
offensive ;"çirkin, yakýþýk almayan; aþaðýlayýcý";B2 ;adjective;;;;
offer ;"teklif, öneri
indirimli fýrsat";A2 ;noun;;;;
offer ;"sunmak, ikram etmek; teklif etmek";A2 ;verb;;;;
offering ;sunulan þey;C1 ;noun;;;;
office ;ofis, büro, daire;A1 ;noun;;;;
officer ;"subay
memur, görevli";A2 ;noun;;;;
official ;resmî;B1 ;adjective;;;;
official ;yüksek dereceli memur, bürokrat;B2 ;noun;;;;
offspring ;"evlat; yavru, döl";C1 ;noun;;;;
often ;"çoðu zaman; sýk sýk";A1 ;adverb;;;;
oh ;a …!;A1 ;exclamation;;;;
oil ;"petrol
yað";A2 ;noun;;;;
OK ;iyi, fena deðil;A1 ;adjective;;;;
OK ;iyi, fena deðil;A1 ;adverb;;;;
OK ;"peki; olur";A1 ;exclamation;;;;
old ;"yaþýnda
eski";A1 ;adjective;;;;
old-fashioned ;modasý geçmiþ, eski;B1 ;adjective;;;;
on ;üstünde, üstüne;A1 ;adverb;;;;
on ;üstünde, üstüne;A1 ;preposition;;;;
once ;"bir defa, bir kez
bir zamanlar, eskiden";A1 ;adverb;;;;
once ;yapar yapmaz;B1 ;conjunction;;;;
one ; (sayý) bir;A1 ;determiner;;;;
one ;" (sayý) bir
tek, ayný";A1 ;number;;;;
one ;bir tane;A1 ;pronoun;;;;
ongoing ;sürüp giden;B2 ;adjective;;;;
onion ;soðan;A1 ;noun;;;;
online ;çevrimiçi;A1 ;adjective;;;;
online ;çevrimiçi;A1 ;adverb;;;;
only ;tek, yegâne;A1 ;adjective;;;;
only ;yalnýz, yalnýzca, sadece;A1 ;adverb;;;;
onto ;üzerine;A2 ;preposition;;;;
open ;açýk;A1 ;adjective;;;;
open ;"açmak; açýlmak";A1 ;verb;;;;
opening ;"açýklýk; delik
baþlangýç, açýlýþ";B2 ;noun;;;;
openly ;"açýkça; dürüstçe";B2 ;adverb;;;;
opera ;opera;B2 ;noun;;;;
operate ;"çalýþmak, iþlemek; çalýþtýrmak, iþletmek";B2 ;verb;;;;
operation ;"ameliyat
harekat, operasyon";B1 ;noun;;;;
operational ;"harekâtla ilgili; iþleyiþle ilgili";C1 ;adjective;;;;
operator ;teknisyen, operatör;B2 ;noun;;;;
opinion ;düþünce, fikir, kanaat;A1 ;noun;;;;
opponent ; (spor vb.) rakip;B2 ;noun;;;;
opportunity ;fýrsat, olanak;A2 ;noun;;;;
oppose ;karþý çýkmak, muhalefet etmek;B2 ;verb;;;;
opposed ;karþý, muhalif;B2 ;adjective;;;;
opposite ;"karþý; karþýsýndaki";A1 ;adjective;;;;
opposite ;"karþý; karþýsýndaki";A1 ;adverb;;;;
opposite ;karþýt, zýt;A1 ;noun;;;;
opposite ;"karþý; karþýsýndaki
zýt, karþýt, ters";A1 ;preposition;;;;
opposition ;"muhalefet, karþý çýkma
karþý taraf, rakip";B2 ;noun;;;;
opt ;"seçmek, karar vermek; karar kýlmak, tercih etmek";C1 ;verb;;;;
optical ;optik;C1 ;adjective;;;;
optimism ;iyimserlik;C1 ;noun;;;;
optimistic ;iyimser;B2 ;adjective;;;;
option ;"seçenek; seçme hakký";A2 ;noun;;;;
or ;veya, yoksa;A1 ;conjunction;;;;
oral ;"sözlü
aðýzla ilgi";C1 ;adjective;;;;
orange ;turuncu;A1 ;adjective;;;;
orange ;"portakal
turuncu";A1 ;noun;;;;
orchestra ;orkestra, müzik topluluðu;B2 ;noun;;;;
order ;"sýra, düzen
düzen";A1 ;noun;;;;
order ;"emretmek, buyurmak
ýsmarlamak, sipariþ vermek";A1 ;verb;;;;
ordinary ;sýradan, alelâde;A2 ;adjective;;;;
organ ;organ, uzuv;B2 ;noun;;;;
organic ;"doðal, hormonsuz
canlý, organik";B2 ;adjective;;;;
organization ;teþkilat, örgüt;A2 ;noun;;;;
organizational ;örgütsel;C1 ;adjective;;;;
organize ;düzenlemek, tertiplemek;A2 ;verb;;;;
organized ;planlanmýþ, örgütlenmiþ;B1 ;adjective;;;;
organizer ;organizatör, düzenleyici;B1 ;noun;;;;
origin ;"kaynak, köken
asýl, soy";B2 ;noun;;;;
original ;ilk, asýl;A2 ;adjective;;;;
original ;asýl;B1 ;noun;;;;
originally ;aslen;B1 ;adverb;;;;
